proxy,status
96.113.159.162:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857A0D0>, 'Connection to 96.113.159.162 timed out. (connect timeout=5)'))"
50.168.72.114:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88423FD0>, 'Connection to 50.168.72.114 timed out. (connect timeout=5)'))"
50.168.210.234:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863AF50>, 'Connection to 50.168.210.234 timed out. (connect timeout=5)'))"
50.217.226.42:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF884223D0>, 'Connection to 50.217.226.42 timed out. (connect timeout=5)'))"
167.99.185.219:8888,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.169.62.106:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88420490>, 'Connection to 50.169.62.106 timed out. (connect timeout=5)'))"
50.170.90.25:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863A5D0>, 'Connection to 50.170.90.25 timed out. (connect timeout=5)'))"
50.171.32.229:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859C4D0>, 'Connection to 50.171.32.229 timed out. (connect timeout=5)'))"
50.172.75.126:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8841B550>, 'Connection to 50.172.75.126 timed out. (connect timeout=5)'))"
50.204.219.225:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845A810>, 'Connection to 50.204.219.225 timed out. (connect timeout=5)'))"
84.39.112.144:3128,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
38.7.3.15:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88458F90>, 'Connection to 38.7.3.15 timed out. (connect timeout=5)'))"
50.173.140.144:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88419BD0>, 'Connection to 50.173.140.144 timed out. (connect timeout=5)'))"
103.31.251.124:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88594910>, 'Connection to 103.31.251.124 timed out. (connect timeout=5)'))"
114.130.175.18:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88419A50>, 'Connection to 114.130.175.18 timed out. (connect timeout=5)'))"
103.105.125.94:83,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859CE10>, 'Connection to 103.105.125.94 timed out. (connect timeout=5)'))"
176.235.182.105:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88584190>, 'Connection to 176.235.182.105 timed out. (connect timeout=5)'))"
177.93.37.36:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863BAD0>, 'Connection to 177.93.37.36 timed out. (connect timeout=5)'))"
185.217.143.96:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)))"
162.248.225.127:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.173.140.146:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88422F10>, 'Connection to 50.173.140.146 timed out. (connect timeout=5)'))"
50.204.219.229:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885AAC10>, 'Connection to 50.204.219.229 timed out. (connect timeout=5)'))"
50.204.219.226:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857AC90>, 'Connection to 50.204.219.226 timed out. (connect timeout=5)'))"
145.239.86.214:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
50.174.7.154:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845C1D0>, 'Connection to 50.174.7.154 timed out. (connect timeout=5)'))"
82.119.96.254:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88595290>, 'Connection to 82.119.96.254 timed out. (connect timeout=5)'))"
164.163.185.204:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 500 Internal Server Error')))"
45.55.135.10:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88597A50>, 'Connection to 45.55.135.10 timed out. (connect timeout=5)'))"
50.239.72.19:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859EB10>, 'Connection to 50.239.72.19 timed out. (connect timeout=5)'))"
50.221.74.130:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885AAFD0>, 'Connection to 50.221.74.130 timed out. (connect timeout=5)'))"
50.228.141.101:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857BED0>, 'Connection to 50.228.141.101 timed out. (connect timeout=5)'))"
202.61.204.51:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88423E50>, 'Connection to 202.61.204.51 timed out. (connect timeout=5)'))"
107.1.93.222:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B4350>, 'Connection to 107.1.93.222 timed out. (connect timeout=5)'))"
50.206.111.91:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845D750>, 'Connection to 50.206.111.91 timed out. (connect timeout=5)'))"
193.123.62.234:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586390>, 'Connection to 193.123.62.234 timed out. (connect timeout=5)'))"
116.203.28.43:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Service Temporarily Unavailable')))"
24.205.201.186:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88459350>, 'Connection to 24.205.201.186 timed out. (connect timeout=5)'))"
50.221.166.2:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF884186D0>, 'Connection to 50.221.166.2 timed out. (connect timeout=5)'))"
143.42.163.193:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Service Temporarily Unavailable')))"
171.100.153.60:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88596B50>, 'Connection to 171.100.153.60 timed out. (connect timeout=5)'))"
125.25.32.35:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885ABD10>, 'Connection to 125.25.32.35 timed out. (connect timeout=5)'))"
197.211.35.195:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88638890>, 'Connection to 197.211.35.195 timed out. (connect timeout=5)'))"
190.85.191.238:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88594190>, 'Connection to 190.85.191.238 timed out. (connect timeout=5)'))"
103.164.213.78:8088,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88419610>, 'Connection to 103.164.213.78 timed out. (connect timeout=5)'))"
43.156.0.125:8888,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.122.86.118:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B49D0>, 'Connection to 50.122.86.118 timed out. (connect timeout=5)'))"
34.77.56.122:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
50.170.90.34:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859C5D0>, 'Connection to 50.170.90.34 timed out. (connect timeout=5)'))"
101.255.118.98:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
50.228.141.102:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88587910>, 'Connection to 50.228.141.102 timed out. (connect timeout=5)'))"
50.202.75.26:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88638C10>, 'Connection to 50.202.75.26 timed out. (connect timeout=5)'))"
68.185.57.66:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88578210>, 'Connection to 68.185.57.66 timed out. (connect timeout=5)'))"
50.170.90.26:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88420490>, 'Connection to 50.170.90.26 timed out. (connect timeout=5)'))"
107.1.93.209:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845BE90>, 'Connection to 107.1.93.209 timed out. (connect timeout=5)'))"
50.171.152.30:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88579950>, 'Connection to 50.171.152.30 timed out. (connect timeout=5)'))"
50.170.90.27:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859E590>, 'Connection to 50.170.90.27 timed out. (connect timeout=5)'))"
50.206.111.88:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88641C10>, 'Connection to 50.206.111.88 timed out. (connect timeout=5)'))"
50.174.145.11:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88597DD0>, 'Connection to 50.174.145.11 timed out. (connect timeout=5)'))"
50.171.32.225:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88642950>, 'Connection to 50.171.32.225 timed out. (connect timeout=5)'))"
162.223.94.164:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Service Temporarily Unavailable')))"
50.228.83.226:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88419F10>, 'Connection to 50.228.83.226 timed out. (connect timeout=5)'))"
185.217.143.125:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)))"
50.200.12.81:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88596590>, 'Connection to 50.200.12.81 timed out. (connect timeout=5)'))"
162.223.94.163:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Service Temporarily Unavailable')))"
104.248.147.96:8888,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001CF8845C9D0>: Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión')))"
123.205.68.113:8193,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)))"
12.186.205.120:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
50.168.72.112:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B7090>, 'Connection to 50.168.72.112 timed out. (connect timeout=5)'))"
20.206.106.192:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))"
105.28.176.41:9812,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885AA710>, 'Connection to 105.28.176.41 timed out. (connect timeout=5)'))"
103.56.206.65:4995,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88643650>, 'Connection to 103.56.206.65 timed out. (connect timeout=5)'))"
179.57.170.143:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88640250>, 'Connection to 179.57.170.143 timed out. (connect timeout=5)'))"
103.127.1.130:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
36.92.193.189:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001CF88585B50>: Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión')))"
36.91.155.42:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88422D50>, 'Connection to 36.91.155.42 timed out. (connect timeout=5)'))"
51.15.242.202:8888,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)))"
36.92.70.209:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859D650>, 'Connection to 36.92.70.209 timed out. (connect timeout=5)'))"
110.78.149.228:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88585E90>, 'Connection to 110.78.149.228 timed out. (connect timeout=5)'))"
114.156.77.107:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
13.81.217.201:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 500 Internal Server Error')))"
20.163.133.5:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
66.29.156.100:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
45.76.196.51:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8841B990>, 'Connection to 45.76.196.51 timed out. (connect timeout=5)'))"
78.186.155.89:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88423AD0>, 'Connection to 78.186.155.89 timed out. (connect timeout=5)'))"
177.242.151.133:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88585010>, 'Connection to 177.242.151.133 timed out. (connect timeout=5)'))"
200.101.150.202:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B6390>, 'Connection to 200.101.150.202 timed out. (connect timeout=5)'))"
110.238.109.146:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1002)')))"
194.67.91.153:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88420450>, 'Connection to 194.67.91.153 timed out. (connect timeout=5)'))"
209.97.171.82:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
50.222.245.45:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B51D0>, 'Connection to 50.222.245.45 timed out. (connect timeout=5)'))"
193.15.14.198:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
62.99.138.162:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857A190>, 'Connection to 62.99.138.162 timed out. (connect timeout=5)'))"
68.188.59.198:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586DD0>, 'Connection to 68.188.59.198 timed out. (connect timeout=5)'))"
172.245.159.177:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885B7A50>, 'Connection to 172.245.159.177 timed out. (connect timeout=5)'))"
85.26.146.169:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885852D0>, 'Connection to 85.26.146.169 timed out. (connect timeout=5)'))"
